"Subject"	"mapping"	"Condition"	"Trial"	"TrialType"	"CueType"	"ProbeType"	"feedduration"	"Probe.ACC"	"Probe.RT"	"race"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	246	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace1.bmp"	"WEAPON3.bmp"	500	1	270	"white"
57	"RightGun"	"BlackHisp"	4	"BlackTool"	"BlackFace3.bmp"	"TOOL3.bmp"	500	0	302	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	367	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	1	375	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	500	1	495	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	311	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	351	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	1	326	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	398	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	0	222	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	86	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	0	462	"white"
57	"RightGun"	"BlackHisp"	4	"BlackTool"	"BlackFace2.bmp"	"TOOL3.bmp"	500	0	358	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace1.bmp"	"WEAPON1.bmp"	500	1	374	"white"
57	"RightGun"	"BlackHisp"	4	"BlackTool"	"BlackFace3.bmp"	"TOOL4.bmp"	500	1	494	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace1.bmp"	"WEAPON3.bmp"	500	0	366	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace2.bmp"	"WEAPON4.bmp"	500	1	478	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	500	1	350	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON2.bmp"	500	1	326	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	0	310	"white"
57	"RightGun"	"BlackHisp"	4	"BlackTool"	"BlackFace4.bmp"	"TOOL2.bmp"	500	0	327	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON1.bmp"	500	0	279	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	471	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	0	319	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	1	463	"white"
57	"RightGun"	"BlackHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	414	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON1.bmp"	500	0	358	"white"
57	"RightGun"	"BlackHisp"	4	"BlackTool"	"BlackFace1.bmp"	"TOOL4.bmp"	1000	1	774	"white"
57	"RightGun"	"BlackHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	0	401	"white"
57	"RightGun"	"BlackHisp"	4	"BlackGun"	"BlackFace2.bmp"	"WEAPON2.bmp"	500	0	465	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	0	319	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	423	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON1.bmp"	500	1	399	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	1	399	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON4.bmp"	500	1	367	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	311	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	487	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL4.bmp"	500	0	311	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	1	367	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL3.bmp"	500	1	399	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	0	439	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	1	407	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	1000	1	559	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL3.bmp"	500	1	459	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL4.bmp"	500	1	435	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	0	387	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	498	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	1000	1	546	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	0	341	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	437	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL2.bmp"	500	1	413	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	1000	1	549	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON4.bmp"	500	1	384	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	1	416	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	424	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL1.bmp"	500	1	400	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL1.bmp"	500	1	368	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	352	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	0	408	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON3.bmp"	500	1	376	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	416	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	1	360	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	1	457	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON1.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON4.bmp"	500	1	393	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	1000	1	521	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	0	484	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	1	404	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL4.bmp"	1000	1	501	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	384	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL1.bmp"	500	1	424	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON1.bmp"	500	1	408	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	1	416	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL4.bmp"	500	1	480	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	320	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	376	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	1	352	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	376	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	1000	1	552	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	380	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL4.bmp"	500	1	419	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL1.bmp"	500	1	451	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL2.bmp"	500	1	427	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	1	435	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL1.bmp"	500	1	483	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL4.bmp"	500	1	331	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL3.bmp"	500	1	451	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	500	1	347	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL3.bmp"	500	1	379	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	1000	0	507	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	1	391	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL4.bmp"	500	1	439	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	1	399	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	351	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	1	322	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL4.bmp"	500	0	377	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL1.bmp"	500	1	417	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON2.bmp"	500	1	457	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON3.bmp"	500	1	449	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL1.bmp"	500	1	362	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON1.bmp"	500	1	442	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL3.bmp"	500	1	362	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON1.bmp"	500	1	394	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON4.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	466	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL2.bmp"	500	1	378	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	1	378	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL2.bmp"	500	1	442	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	500	1	362	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL4.bmp"	500	1	345	"white"
58	"LeftGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON2.bmp"	500	0	377	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	385	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON3.bmp"	500	1	361	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL3.bmp"	500	1	369	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	0	385	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	1	402	"white"
58	"LeftGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL3.bmp"	500	0	394	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL4.bmp"	500	1	418	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	370	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	1	378	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	1	426	"white"
58	"LeftGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL2.bmp"	500	1	418	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace4.bmp"	"TOOL1.bmp"	1000	1	503	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	0	361	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	385	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	1	401	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace4.bmp"	"WEAPON4.bmp"	500	1	393	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON3.bmp"	500	1	417	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace2.bmp"	"WEAPON2.bmp"	500	1	409	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	385	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON3.bmp"	500	1	337	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	1	321	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	0	345	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	1	321	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace4.bmp"	"TOOL3.bmp"	500	0	385	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	1	361	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	1000	1	617	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	0	396	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL3.bmp"	500	1	420	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	395	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL4.bmp"	500	1	347	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	1	379	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	1	435	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace4.bmp"	"WEAPON4.bmp"	500	1	411	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	387	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	1	331	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL2.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	500	1	466	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	418	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL1.bmp"	500	1	402	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	1	386	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace1.bmp"	"TOOL4.bmp"	500	1	410	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	362	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	353	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	1	361	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	500	1	409	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON3.bmp"	500	1	338	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL1.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	409	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON2.bmp"	500	1	417	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	1	369	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL4.bmp"	500	1	385	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	0	377	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON1.bmp"	500	1	353	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	500	1	457	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON3.bmp"	500	1	433	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	1	417	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	0	329	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	449	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	1	433	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	385	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	377	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	1	433	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	1	465	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	1000	1	585	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	1	413	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	421	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	413	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	500	1	405	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL4.bmp"	500	1	437	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	1	437	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace1.bmp"	"TOOL2.bmp"	500	1	381	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace2.bmp"	"WEAPON2.bmp"	500	1	365	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	500	1	349	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	365	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	1	381	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	1	381	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	357	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	1	365	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	1	358	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace2.bmp"	"WEAPON2.bmp"	500	0	413	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	1	389	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	500	1	445	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON4.bmp"	500	1	365	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	341	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	1	365	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	1000	1	541	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	1000	1	504	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace4.bmp"	"TOOL2.bmp"	500	1	420	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	380	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	0	412	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	1000	1	508	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	500	0	391	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	1	391	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace3.bmp"	"WEAPON4.bmp"	500	1	423	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	1	407	"white"
58	"LeftGun"	"BlackHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	384	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace4.bmp"	"TOOL1.bmp"	500	1	447	"white"
58	"LeftGun"	"BlackHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	1000	1	543	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL4.bmp"	500	1	427	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace2.bmp"	"TOOL3.bmp"	500	1	403	"white"
58	"LeftGun"	"BlackHisp"	3	"BlackTool"	"BlackFace4.bmp"	"TOOL1.bmp"	500	1	459	"white"
